,document_id,question_id,question,answer,probability,score,top_k_retriever,time_taken
16,5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f,101,"Who renamed David as ""Trotwood Copperfield""?",great-aunt,0.8155898396831532,11.893993377685547,,1.1177794933319092
17,5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f,102,When did David meet Agnes?,While living in Switzerland,0.6159661504798786,3.7796905040740967,,2.5126149654388428
18,5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f,103,"What ended David's marraige with his first wife, Dora?",Dora falls ill and dies,0.6943616716539102,6.564723968505859,,2.611847400665283
19,5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f,104,Who did David marry second?,Dora Spenlow,0.8272627149474266,12.530803680419922,,2.606022357940674
20,5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f,105,Whose family is David sent to live with?,Peggotty's,0.8616548330924816,14.632823944091797,,2.4771296977996826
21,5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f,106,Where does Emily move to and with whom?,Steerforth,0.8165764367738193,11.946579933166504,,2.416273355484009
22,5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f,107,How does David's first wife pass away?,Dora falls ill and dies,0.7545261537498966,8.983196258544922,,2.671736240386963
23,5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f,108,Who is Uriah Heep?,The British rock band,0.8155548029797778,11.892129898071289,,0.8841812610626221
24,5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f,109,How many children does David have?,two,0.6518576562139619,5.017718315124512,,0.9802367687225342
25,5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f,110,Who seduces Emily?,Littimer,0.6917365048570728,6.466001510620117,,2.200824499130249
26,5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f,111,How did Steepforth die?,violently,0.6701126713086544,5.669557571411133,,0.8862450122833252
27,5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f,112,Who is Agnes?,Mr Wickfield's mature and lovely daughter,0.8274288442026587,12.540107727050781,,2.8201370239257812
28,5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f,113,Who raises David?,his mother and nursemaid Peggotty,0.8921527718027317,16.90337371826172,,2.4478261470794678
29,934fbd3acf4433a952b49cfc004dd2b363b57faf,192,Who is pip's benefactor?,Abel Magwitch,0.8646462390954595,14.835429191589355,,1.3696699142456055
30,934fbd3acf4433a952b49cfc004dd2b363b57faf,193,What does Ms. Havisham wear?,her wedding dress and one shoe,0.8573599847356032,14.348270416259766,,0.9372646808624268
31,934fbd3acf4433a952b49cfc004dd2b363b57faf,194,Why is Pip arrested?,debt,0.7775038196437717,10.009428977966309,,1.1285581588745117
32,934fbd3acf4433a952b49cfc004dd2b363b57faf,195,Who is Estella's real father?,Bentley Drummle,0.6202948932569332,3.926400661468506,,0.9985618591308594
33,934fbd3acf4433a952b49cfc004dd2b363b57faf,196,Who brought Estella to Ms. Havisham?,Bentley Drummle,0.6947173484068994,6.578135967254639,,0.8891701698303223
34,934fbd3acf4433a952b49cfc004dd2b363b57faf,197,Where did Pip see the escaped convict at the beginning of the story?,parents' grave,0.8337176311341904,12.897659301757812,,1.2408692836761475
35,934fbd3acf4433a952b49cfc004dd2b363b57faf,198,"What does Pip tell Magwitch, when Magwitch was in jail?",his daughter Estella is alive,0.7061369826533488,7.013564109802246,,1.4384527206420898
36,934fbd3acf4433a952b49cfc004dd2b363b57faf,199,What is Joe Gargery's trade?,blacksmith,0.9028260119829001,17.83221435546875,,0.915865421295166
37,934fbd3acf4433a952b49cfc004dd2b363b57faf,200,Where was Magwitch before he returned to England?,London,0.7486658340178973,8.732074737548828,,1.444751501083374
38,934fbd3acf4433a952b49cfc004dd2b363b57faf,201,How does the story end?,sadness and some joy,0.666952019498075,5.555452346801758,,0.9905211925506592
39,934fbd3acf4433a952b49cfc004dd2b363b57faf,202,Why did Pip emphasize in no parting from Estella after visiting the ruins of SatisÂ´house?,"misfortune has opened her heart. As Pip takes Estella's hand and they leave the moonlit ruins, he sees ""no shadow of another parting from her.""",0.6784036286090266,5.971561431884766,,1.3549387454986572
40,934fbd3acf4433a952b49cfc004dd2b363b57faf,203,How did Pip fall into debt and face arrest?,falls ill in his rooms,0.7479049721417379,8.699758529663086,,1.440894603729248
41,934fbd3acf4433a952b49cfc004dd2b363b57faf,204,Why wasnÂ´t Magwith executed since he came back to England?,Magwitch began drinking and fell into crime,0.6126933235684916,3.6691815853118896,,1.5813570022583008
42,934fbd3acf4433a952b49cfc004dd2b363b57faf,205,Why did Orlick want to kill Pip?,injuring Pip's sister,0.7489399542429832,8.743733406066895,,1.1816532611846924
43,934fbd3acf4433a952b49cfc004dd2b363b57faf,206,Why did Magwitch want to kill Compeyson?,fraudster,0.7297493663635136,7.946810722351074,,1.3217930793762207
44,934fbd3acf4433a952b49cfc004dd2b363b57faf,207,Why did Estella decide to engage Bentley Drummle?,a disdainful rival of Pip's,0.7894010872096445,10.570552825927734,,1.0651898384094238
45,934fbd3acf4433a952b49cfc004dd2b363b57faf,208,Why did Estella end up living at Satis house?,Herbert was rejected as a playmate for Estella,0.694858950029133,6.583477973937988,,0.9044301509857178
46,934fbd3acf4433a952b49cfc004dd2b363b57faf,209,Where was Magwitch sent to in order to spare his death?,Jaggers,0.6609971871295103,5.3419294357299805,,1.9690625667572021
47,934fbd3acf4433a952b49cfc004dd2b363b57faf,210,What does Pip steal for the convict?,a file,0.8361162467986105,13.036882400512695,,1.219010591506958
48,934fbd3acf4433a952b49cfc004dd2b363b57faf,211,What does Miss Havisham usually wear?,her wedding dress and one shoe,0.7782469190813033,10.043834686279297,,0.9169974327087402
49,934fbd3acf4433a952b49cfc004dd2b363b57faf,212,What trade is Pip learning?,blacksmith trade,0.8242455096210867,12.363042831420898,,1.1318104267120361
50,934fbd3acf4433a952b49cfc004dd2b363b57faf,213,Who is Pip's benefactor?,Abel Magwitch,0.8646462390954595,14.835429191589355,,1.301238775253296
51,934fbd3acf4433a952b49cfc004dd2b363b57faf,214,Who is Estella's father?,Matthew Pocket,0.6277218097774102,4.179645538330078,,0.9989356994628906
52,934fbd3acf4433a952b49cfc004dd2b363b57faf,215,What does Pip do for a job in Cairo?,clerk,0.7788975139320213,10.07402515411377,,1.3380439281463623
53,934fbd3acf4433a952b49cfc004dd2b363b57faf,216,Where does Miss Havisham live?,Her house is unchanged,0.6712900892736929,5.71220588684082,,0.9177794456481934
54,934fbd3acf4433a952b49cfc004dd2b363b57faf,217,Who brought Estella to Miss Havisham?,"Molly, Jaggers's housekeeper, and the convict Abel Magwitch, given up for adoption to Miss Havisham after her mother was arrested for murder. In marrying Bentley Drummle",0.6705616171073365,5.685810089111328,,0.8767144680023193
55,934fbd3acf4433a952b49cfc004dd2b363b57faf,218,Where did Abel go after his escape?,the home of Mrs Roylance,0.8303231862089592,12.70335578918457,,1.7641127109527588
56,934fbd3acf4433a952b49cfc004dd2b363b57faf,219,What is Pip arrested for?,debt,0.7831070839157376,10.270925521850586,,1.3446247577667236
57,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,55,Who is Mrs.Graham's son?,Arthur,0.8567497345002735,14.30842113494873,,1.2368221282958984
58,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,56,Who wants to receive the affection of Mrs. Graham?,Mr Lawrence,0.750641396127911,8.816287994384766,,1.1531195640563965
59,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,57,What does Gilbert accuse Mrs. Graham of?,marrying Helen's friend Esther Hargrave,0.5834652787107542,2.6961209774017334,,1.0015618801116943
60,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,58,Where does Gilbert discover that Helen is rich?,Grassdale,0.7999752420750479,11.089117050170898,,1.0967559814453125
61,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,59,Why does Helen return to Grassdale?,to take care of Arthur,0.893123843390589,16.98443603515625,,1.0585541725158691
62,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,60,Who spreads rumors about Helen?,Eliza,0.7958792929856435,10.88588809967041,,1.0282018184661865
63,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,61,When did Helen decide to hand her diaries to Gilbert?,when he accuses her of loving Lawrence,0.7497719019266974,8.779169082641602,,1.2865955829620361
64,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,62,Why does Huntingdon become jealous of his son?,After the birth of their only child,0.8710141352098553,15.279643058776855,,1.1136469841003418
65,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,63,Who was having an affair with Lady Lowborough?,Arthur Huntingdon,0.7720497921939207,9.759374618530273,,0.8845546245574951
66,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,64,Where does Helen find asylum?,Wildfell Hall,0.8661089025830555,14.935871124267578,,1.0413837432861328
67,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,65,Who is the narrator in Part One?,Gilbert Markham,0.8185968115353047,12.054956436157227,,1.1216051578521729
68,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,66,Why was Mrs Helen Graham not free to marry?,her mother's maiden name,0.6531266576526179,5.062490940093994,,1.1050560474395752
69,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,67,What estate did Helen eventually buy?,Wildfell Hall,0.4672645215319414,-1.049035906791687,,1.0567631721496582
70,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,68,In what estate did Helen live with Huntingdon?,Grassdale Manor,0.8512295397592435,13.954217910766602,,1.1246311664581299
71,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,69,Who does Gilbert believe is his chief rival?,Mr Lawrence,0.7879030681562311,10.498653411865234,,2.281658887863159
72,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,70,Who is Mr Lawrence to Mrs Helen Graham?,her brother,0.7935564672972264,10.771982192993164,,1.0968799591064453
73,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,71,Who does Arthur Huntingdon flirt with?,Annabella Wilmot,0.8537300144674804,14.113286972045898,,0.9281322956085205
74,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,59,Why does Helen return to Grassdale?,to take care of Arthur,0.893123843390589,16.98443603515625,,1.056896686553955
75,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,73,Who was Gilbert Markham's first romantic interest?,Eliza Millward,0.8139693153512475,11.808088302612305,,0.9382925033569336
76,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,74,When did Helen give Gilbert her diaries?,1821,0.7183630609893089,7.490850448608398,,1.266326665878296
77,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,75,Why is Huntingdon's death painful?,Unwilling to stop drinking alcohol,0.7417656338980233,8.441326141357422,,0.8611853122711182
78,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,76,What does Arthur do when he finds out about Helen's plans to leave?,pines openly for his paramour and derides his wife,0.6727496668306624,5.765182971954346,,1.2135491371154785
79,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,59,Why does Helen return to Grassdale?,to take care of Arthur,0.893123843390589,16.98443603515625,,1.054636001586914
80,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,78,Who does Mr. Lawrence end up marrying?,Esther Hargrave,0.8481518095459663,13.76142692565918,,2.60438871383667
81,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,79,How does Arthur corrupt his son?,encouraging him to drink and swear at his tender age,0.8141420742782248,11.817218780517578,,1.0567817687988281
82,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,80,Why does Eliza spread rumors about Helen?,In retribution,0.7639217172001145,9.394414901733398,,1.099928617477417
83,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,81,What does Huntingdon use to manipulate Helen and convince her to marry him?,flirts with Annabella,0.8103496916340382,11.618271827697754,,1.3727390766143799
84,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,82,Who makes Huntingdon jealous?,their son,0.8269163083459735,12.511425971984863,,1.1082279682159424
85,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,83,Who tells Helen about Arthur's affair with Lady Lowborough?,Walter Hargrave,0.8749604039064695,15.564385414123535,,1.1284894943237305
86,4e959a5d22e1968a1950ac836a1ba0cc3edffa41,84,Where does Helen find refuge?,Wildfell Hall,0.876720069434367,15.693840980529785,,1.061119794845581
87,65ba9ee675bf87cff5d76e2a27c0652adb69381b,114,"What does the word ""state"" refer to?",statesman Cicero,0.46758356995342576,-1.0387828350067139,,1.093437910079956
88,65ba9ee675bf87cff5d76e2a27c0652adb69381b,115,"Is ""The Prince"" about Princedoms?","The prince has golden hair, a lovable laugh, and will repeat questions until they are answered",0.7451418322294762,8.582939147949219,,1.6483616828918457
89,65ba9ee675bf87cff5d76e2a27c0652adb69381b,116,What is a unique trait about hereditary Princedoms?,they are much easier to rule,0.7932253255826855,10.755821228027344,,0.9039065837860107
90,65ba9ee675bf87cff5d76e2a27c0652adb69381b,117,Why do non-hereditary Princes have unique challenges?,knowledge of how to rule human beings,0.5986539287710658,3.1988768577575684,,1.0026099681854248
91,65ba9ee675bf87cff5d76e2a27c0652adb69381b,118,What influences inspired Machiavelli?,classical pre-Christian political philosophy,0.7960865685619809,10.896099090576172,,1.8248379230499268
92,65ba9ee675bf87cff5d76e2a27c0652adb69381b,119,Who educated Cyrus the Great?,Xenophon,0.6810615345374409,6.069235801696777,,0.9113078117370605
93,65ba9ee675bf87cff5d76e2a27c0652adb69381b,120,"According to Xenophon, how was Cyrus the Great unique?",very different,0.7816707290483484,10.203433990478516,,2.047633409500122
94,65ba9ee675bf87cff5d76e2a27c0652adb69381b,121,Who is Machiavelli advising?,Francesco Guicciardini,0.7949246086586761,10.838956832885742,,1.7719480991363525
95,65ba9ee675bf87cff5d76e2a27c0652adb69381b,122,What does the word state denote?,it suits his purposes,0.5800749063912924,2.5846471786499023,,0.9995229244232178
96,65ba9ee675bf87cff5d76e2a27c0652adb69381b,123,At what time did the word state come to acquire a modern meaning?,the Renaissance,0.8358467413738424,13.021158218383789,,0.9242002964019775
97,65ba9ee675bf87cff5d76e2a27c0652adb69381b,124,What else in included in this treatise that is supposed to be about princedoms?,discussion of republics,0.8018438828879701,11.182869911193848,,0.9144001007080078
98,65ba9ee675bf87cff5d76e2a27c0652adb69381b,125,How are republics treated in this work?,as a type of princedom also,0.7812155467863025,10.182112693786621,,1.2791748046875
99,65ba9ee675bf87cff5d76e2a27c0652adb69381b,126,What type of princedoms are earier to rule?,hereditary,0.8407428837974088,13.310127258300781,,0.8469681739807129
100,65ba9ee675bf87cff5d76e2a27c0652adb69381b,127,When would a prince's subject not be well disposed toward him?,remarriage after divorce,0.6140169570761965,3.7138328552246094,,1.7938232421875
101,65ba9ee675bf87cff5d76e2a27c0652adb69381b,128,What is an oligarchy?,Keep the state intact but install an oligarchy,0.4357091807615607,-2.068758010864258,,0.9044508934020996
102,65ba9ee675bf87cff5d76e2a27c0652adb69381b,129,What is a democracy?,by the people,0.7084438976720728,7.102707386016846,,0.9795582294464111
103,65ba9ee675bf87cff5d76e2a27c0652adb69381b,130,What is tyranny?,useless to have,0.47953846392795757,-0.6551350355148315,,0.876889705657959
104,65ba9ee675bf87cff5d76e2a27c0652adb69381b,131,What are mixed cases?,"they are new parts of an older state, already belonging to that prince",0.8243990148910996,12.371522903442383,,0.7350800037384033
105,65ba9ee675bf87cff5d76e2a27c0652adb69381b,132,What is a state?,Princely state,0.7330554200193364,8.081441879272461,,0.7357995510101318
106,65ba9ee675bf87cff5d76e2a27c0652adb69381b,133,What type of government does the story talk about?,the king was administering justice,0.49941346052930585,-0.018769271671772003,,0.8439311981201172
107,65ba9ee675bf87cff5d76e2a27c0652adb69381b,134,Which princedom is easiest to rule?,hereditary,0.832023036873461,12.80026626586914,,0.9343020915985107
108,65ba9ee675bf87cff5d76e2a27c0652adb69381b,135,What would cause a population to hate a prince who inherited his princedom?,a prince who is hated is also exposed,0.5513925893960884,1.6503913402557373,,0.7777199745178223
109,65ba9ee675bf87cff5d76e2a27c0652adb69381b,136,What groups does the story divide new states into?,three types of intelligence,0.41592014823585044,-2.716355323791504,,0.9220781326293945
110,65ba9ee675bf87cff5d76e2a27c0652adb69381b,137,What other form of governement is mentioned throughout the story?,monarchy,0.7448680814154022,8.5714111328125,,0.7911314964294434
111,65ba9ee675bf87cff5d76e2a27c0652adb69381b,138,Why is it harder to rule a new princedom?,they are larger in number,0.7099520171954884,7.161208152770996,,0.9314250946044922
112,65ba9ee675bf87cff5d76e2a27c0652adb69381b,139,How do subjects treat an hereditary prince?,per civilization,0.6396353031268481,4.590252876281738,,0.9732794761657715
113,65ba9ee675bf87cff5d76e2a27c0652adb69381b,140,Why are republics favored in the story?,one with many strengths,0.5683173235617904,2.199913263320923,,0.9020652770996094
114,65ba9ee675bf87cff5d76e2a27c0652adb69381b,141,What type of prince will a population most easily accept?,miser,0.6006591026552632,3.2656970024108887,,0.785198450088501
115,39c4fffc8734283d7bd491285d24b55a110c71ba,0,In which story do three plus culprits die?,Three Act Tragedy,0.3748841389214234,-4.090559959411621,,0.7689073085784912
116,39c4fffc8734283d7bd491285d24b55a110c71ba,1,"How many people did the murderer kill in ""The A.B.C."" murders?",five,0.6879258682128159,6.323522567749023,,1.6268062591552734
117,39c4fffc8734283d7bd491285d24b55a110c71ba,2,What is the name of the detective usually played in Christie's stories?,Miss Marple,0.8146192862418421,11.842473983764648,,2.308969497680664
118,39c4fffc8734283d7bd491285d24b55a110c71ba,3,"What change was made to the murderer in ""Witness for Protection"" when it was turned into a stage play?",Alibi,0.7870291444243643,10.456879615783691,,0.9104564189910889
119,39c4fffc8734283d7bd491285d24b55a110c71ba,4,"Where does ""Death Comes as an End"" take place?",Death on the Nile,0.5247249331855924,0.7918437123298645,,0.9937953948974609
120,39c4fffc8734283d7bd491285d24b55a110c71ba,5,Who said Christie often makes an unlikely character the culprit?,P. D. James,0.8438300448207349,13.496049880981445,,2.1150999069213867
121,39c4fffc8734283d7bd491285d24b55a110c71ba,6,Brian Aldiss said Christie writes her story all the way to the last chapter then decides what?,who the most unlikely suspect was,0.8451681311640498,13.577566146850586,,2.0761876106262207
122,39c4fffc8734283d7bd491285d24b55a110c71ba,7,Which story doesn't contain any known suspects?,serialized version,0.41659283999312996,-2.6942079067230225,,0.7267453670501709
123,39c4fffc8734283d7bd491285d24b55a110c71ba,8,What is the first step in the classic mystery structure Christie is known for?,solve the mystery,0.7931101567506099,10.750205039978027,,1.8473565578460693
124,39c4fffc8734283d7bd491285d24b55a110c71ba,9,Christie has the reputation as being the queen of what?,Crime,0.7985745105580989,11.019269943237305,,1.290724515914917
125,39c4fffc8734283d7bd491285d24b55a110c71ba,10,What is the name of Agatha Christie's most famous detective?,Sherlock Holmes,0.8563533917334593,14.282615661621094,,1.649972677230835
126,39c4fffc8734283d7bd491285d24b55a110c71ba,11,What title has been given to Agatha Christie in response to the theming of her works?,Commander of the Order of the British Empire,0.8536403465884116,14.1075439453125,,1.5836288928985596
127,39c4fffc8734283d7bd491285d24b55a110c71ba,12,Which of Agatha Christie's stories had all of the suspects end up being guilty?,There Were None and Endless Night,0.7343947921557443,8.136285781860352,,1.697774887084961
128,39c4fffc8734283d7bd491285d24b55a110c71ba,13,What is one way some people say you can determine the guilty party in an Agatha Christie novel?,identifying the least likely suspect,0.7979963534420742,10.990546226501465,,1.5176217555999756
129,39c4fffc8734283d7bd491285d24b55a110c71ba,14,Who wrote Agatha Christie: The Secret Notebooks?,Dilys Winn,0.4090780288323755,-2.9422245025634766,,1.0856585502624512
130,39c4fffc8734283d7bd491285d24b55a110c71ba,15,Where is In Death Comes as the End set?,Death on the Nile,0.49302096079732227,-0.22334375977516174,,0.9615423679351807
131,39c4fffc8734283d7bd491285d24b55a110c71ba,16,What is considered the basic mystery structure?,a time period,0.45928238404707017,-1.3058555126190186,,0.7249956130981445
132,39c4fffc8734283d7bd491285d24b55a110c71ba,17,"In the A.B.C. Murders, what happens to the culprit?",the local doctor,0.7348782400227615,8.15612506866455,,1.7787840366363525
133,39c4fffc8734283d7bd491285d24b55a110c71ba,18,"What other types of media have used Christie's storylines, but chosen to sanitize them?",TV films,0.6199735103455093,3.9154863357543945,,0.9784553050994873
134,39c4fffc8734283d7bd491285d24b55a110c71ba,19,"In stories such as 'Endless Night' and 'Five Little Pigs', what did Christie leave open?",None,0.5834578111955898,2.6958751678466797,,0.7505662441253662
135,39c4fffc8734283d7bd491285d24b55a110c71ba,20,"According to P.D. James, who did Christie often times make the guilty party in her stories?",the unlikeliest character,0.8871412320989287,16.494935989379883,,2.2666146755218506
136,39c4fffc8734283d7bd491285d24b55a110c71ba,21,What title was Christie also known as?,Marple,0.697264238046173,6.674432754516602,,0.8148860931396484
137,39c4fffc8734283d7bd491285d24b55a110c71ba,22,"In typical Christie mystery structure, during what part of the story did the detective uncover the most shocking twists?",first scene,0.7204810668697641,7.574792861938477,,1.979750156402588
138,39c4fffc8734283d7bd491285d24b55a110c71ba,23,"In the stage version of 'Witness for the Prosecution', why did Christie change and extend the ending?","to be innocent of the crimes of which they were accused, survive, and fall in love with each other",0.634317381013558,4.406269073486328,,1.0313465595245361
139,39c4fffc8734283d7bd491285d24b55a110c71ba,24,"In 'Murder on the Orient Express', who did Christie use as the guilty party?",Hercule Poirot,0.7796479685602177,10.108928680419922,,1.389150619506836
140,39c4fffc8734283d7bd491285d24b55a110c71ba,25,What was the name of the detective in most of Christie's works?,Mr. Poirot,0.7571926253665572,9.098793983459473,,1.893329381942749
141,39c4fffc8734283d7bd491285d24b55a110c71ba,26,How many culprits died during 'Curtain'?,1923,0.42254365471297683,-2.498720645904541,,0.9053473472595215
142,39c4fffc8734283d7bd491285d24b55a110c71ba,27,What did John Curran do to Brian Aldiss' assertion about Christie's writing style?,Christie change how the solution was revealed,0.768501485032181,9.598952293395996,,1.9599940776824951
143,39c4fffc8734283d7bd491285d24b55a110c71ba,28,Who did Christine use a culprit for 'And Then There Were None'?,Murder on the Orient Express,0.6061577969282231,3.4495201110839844,,0.7932941913604736
144,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,249,Whose wedding was Emma Woodhouse attending in the beginning of the story?,Mr. Knightley,0.8161272411765031,11.92261028289795,,2.201683282852173
145,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,250,What was Emma's plan with Harriet? ,take Harriet under her wing and help her find a good husband,0.8575908116024304,14.363380432128906,,1.5182771682739258
146,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,251,Why did Jane Fairfax come home before becoming a governess?,her family's financial situation,0.799382909411286,11.05953598022461,,1.7618458271026611
147,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,252,Why was Emma envious towards Jane?,Jane accepted a governess position from one of Mrs. Elton's friends,0.7529105148846311,8.913566589355469,,1.3179044723510742
148,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,253,Where did Emma insult Miss.Bates?,on a day out in the country,0.7210614588156791,7.59786319732666,,1.7385215759277344
149,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,254,What was Frank and Jane's revelation to the Westons?,they have been secretly engaged since autumn,0.8980966251081052,17.41002082824707,,1.8566110134124756
150,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,255,How did the engagement between Frank and Jane end?,Jane ending the engagement,0.699966338019668,6.777100563049316,,1.8091719150543213
151,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,256,To whom did Harriet get married to?,Mr. Knightley,0.705960936989801,7.006778240203857,,1.641252040863037
152,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,257,What did Harriet tell Emma upon learning about Frank's engagement?,she loves Mr. Knightley,0.771992135354341,9.756753921508789,,1.5825414657592773
153,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,258,Why does Emma take credit for Miss Taylor and Mr. Weston's marriage?,she likes matchmaking,0.8599605691265978,14.519700050354004,,2.2565648555755615
154,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,259,Who advises Emma not to be a matchmatker?,Greville,0.7143960366640577,7.334650993347168,,2.195462465286255
155,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,260,Where do Jane and her father live?,Hartfield,0.816803533705915,11.958715438842773,,1.647749662399292
156,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,261,Who is Mr. Elton?,the local vicar,0.8864361298543378,16.438749313354492,,2.2069928646087646
157,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,262,Where does Mr. Elton go after Emma refuses his proposal of marriage?,marrying another woman of lesser means,0.8662992554027534,14.949010848999023,,2.453835964202881
158,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,263,Who does Emma marry?,George Knightley,0.8495079275801687,13.845974922180176,,1.2738041877746582
159,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,264,What gift does Jane Fairfax receive from an anonymous benefactor? ,a piano,0.7086300727113252,7.109919548034668,,1.6128411293029785
